title,author,status,engagements,kudos,comments,hits,rating,words,chapters,status_date,additional_tags
<a href='https://archiveofourown.org/works/43744413'>The Lighthouse</a>,JordanUnbroken,Updated,105,98,7,1745,Mature,3759,3,2022-12-26,"Lighthouses, Alternate Universe - Shipwrecked, Lesbian Character, Bisexual Female Character, Alternate Universe - Historical, Slow Burn, Gay Sex, Lesbian Sex, There Was Only One Bed"
<a href='https://archiveofourown.org/works/43216257'>such a simple thing</a>,chasingfire,Updated,104,95,9,1812,Teen And Up Audiences,11511,4,2022-12-06,"Fake/Pretend Relationship, Alternate Universe, Angst and Hurt/Comfort, Romantic Comedy, Drama & Romance, Switzerland, England (Country), Gay Mess Sister Beatrice (Warrior Nun), Ava Silva Being Ava Silva"
<a href='https://archiveofourown.org/works/44742772'>Battle Scars</a>,KnightsOfRayx,Updated,104,88,16,1233,Mature,5816,4,2023-02-07,"Alternate Universe, Alternate Universe - Canon Divergence, what if..., Angst, Hurt/Comfort, Team as Family, Resurrection, Rebirth, major character un-death, Past Child Abuse, Being my favorite character is an occupational hazard, TRaUma? What is the tRAuMA you speak of?, Post-Traumatic Stress Disorder - PTSD, Mild Gore, Ava Silva is a Little Shit, Mother Superion is not paid enough for this shit, Shannon/Mary/Lilith BroTP, world building, Team Bonding, Touch-Starved, Hypersensitivity, #SaveWarriorNun, More tags to be added"
"<a href='https://archiveofourown.org/works/43132128'>the edge is razor thin, between being numb and feeling everything</a>",Moozical,Updated,104,103,1,979,Teen And Up Audiences,2483,2,2022-11-21,"Hurt/Comfort, Angst, Fluff, Fluff and Angst, Domestic Fluff, Sleepy Cuddles, Idiots in Love, Ava Silva Needs a Hug, Bisexual Ava Silva, Gay Mess Sister Beatrice (Warrior Nun), Gay Mess Ava Silva, lilith is soft towards ava cuz i say so, my work my rules ya know, SEASON 3 PLS NETFLIX, Camilla is the commander of this ship, mary is just happy to be here, Adorable Ava Silva, beatrice is so in love it hurts, One Shot Collection, (some canon compliant some not), Ava silva deserves the world, LET AVA LIVE HER LIFE PLEASE, Badass Sister Beatrice (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), Ava Silva Being a Dumbass"
<a href='https://archiveofourown.org/works/44849398'>faith healer (come put your hands on me)</a>,burningblade,Updated,104,96,8,970,Explicit,2226,1,2023-02-07,"Alternate Universe - No Powers, Angst, Angst and Porn, jilted exes + politicians au, Alternate Universe - Modern Setting, so much repression, Not quite exes, they both cry during sex (valid), Bodyguard, Exes, colleagues to ??? to strangers to lovers, Semi Slow Burn, Alternate Universe - Politics, Angst with a Happy Ending, im not heartless man"
<a href='https://archiveofourown.org/works/43910664'>Time Flies</a>,waywardbrain,Updated,103,99,4,593,General Audiences,1521,1,2022-12-29,"Season 2 happened, Times works differently for this story, family fic, Basically Beatrice has a Immaculate Conception and gives birth, No their kid is not baby jesus"
<a href='https://archiveofourown.org/works/43908225'>Under the Floodlights</a>,contrabored,Updated,102,94,8,630,General Audiences,2258,1,2022-12-29,"it's a soccer AU, ava is a brat and beatrice is uptight, lilith says fuck a lot, mary is a windup merchant, camila is just happy to be there, they all like girls because we're striving for realism in the unrealism and this is soccer"
<a href='https://archiveofourown.org/works/42586116'>Spotifiy-ed out</a>,fire3jj,Updated,101,83,18,1521,General Audiences,7828,4,2022-11-28,"Songfic, Love Confessions, Idiots in Love, Declarations Of Love"
<a href='https://archiveofourown.org/works/44644831'>The Amazing Spider Ava</a>,Its_complicated_dont_ask,Updated,101,91,10,854,Mature,10381,2,2023-02-07,"Ava has spider powers, No hopes no dreams no beta, Slow Burn, Canon-Typical Violence, Hurt/Comfort, Eventual Smut, Ava is a bit sad, Warrior Nun Bea, Bea has the Halo"
<a href='https://archiveofourown.org/works/43868472'>Two birds on a wire</a>,orphan_account,Updated,101,92,9,831,Mature,2032,2,2022-12-29,"Angst, Panic Attacks, Sister Beatrice Needs a Hug (Warrior Nun), Hurt/Comfort, Protective Sister Camila, Sorry guys I just love a bit of angst"
<a href='https://archiveofourown.org/works/44187268'>Puppy Love</a>,StuffeDANImaL,Updated,100,82,18,1321,Mature,18368,2,2023-02-17,"Fluff, Slow Burn, Gay Mess Ava Silva, Doggy Daycare AU, everyone is in their early 20's, almost everyone is gay, Horrible Puns, Summer Romance, Other Additional Tags to Be Added, Ava speaks hungarian and drives everyone nuts, Beatrice opens a bakery, I Don't Even Know, Eventual Smut, Alternate Universe - Neighbors"
<a href='https://archiveofourown.org/works/43409253'>but buried feelings grow</a>,[],Updated,100,97,3,1312,Mature,2428,1,2022-12-04,"Friends to Lovers, Roommates, Jealousy, Ava Silva Being a Dumbass, Gay Mess Sister Beatrice (Warrior Nun)"
<a href='https://archiveofourown.org/works/44858920'>Reflections of a Shadow</a>,CappyJ_13,Updated,100,77,23,743,Mature,11729,3,2023-02-15,"Shapeshifting, Alternate Universe - Shapeshifters, Alternate Universe - Superheroes/Superpowers, Science Fiction & Fantasy, Threats of Violence, mentions of assault but not explicit"
<a href='https://archiveofourown.org/works/43738998'>Home for the Holidays</a>,slvr_swrd,Updated,97,94,3,517,Mature,2418,1,2022-12-21,"Alternate Universe - Modern Setting, Alternate Universe - No Powers, Alternate Universe - Everyone Lives/Nobody Dies, Fake/Pretend Relationship, Fluff, Christmas AU, Some Angst (With A Happy Ending), It's a Christmas AU of course there's a happy ending, Everyone can see it but them, A little spice in later chapters, There might be smut. idk. I haven't decided yet., no beta we die like duretti, (slaps fic) this bad boy can fit so many bad hallmark movie tropes in it"
<a href='https://archiveofourown.org/works/44140300'>the good I'll do</a>,Rebelliongeneration,Updated,96,86,10,1699,Not Rated,14370,6,2023-02-11,"Avatrice, reya - Freeform, warrior nun - Freeform, Canon compliant-ish"
<a href='https://archiveofourown.org/works/43253749'>Ava's guide on how to seduce an incredibly attractive Roman</a>,thelastofus2ellie,Updated,95,88,7,1263,General Audiences,15365,3,2022-12-30,"Humor, Fluff, Light Angst"
<a href='https://archiveofourown.org/works/44717311'>Bedtime Stories</a>,Infinite_Hearteyes,Updated,94,88,6,2081,Teen And Up Audiences,6146,9,2023-02-09,"One Shot Collection, what happens in switzerland..., Fluff, Light Angst, Mutual Pining, Implied/Referenced Homophobia"
<a href='https://archiveofourown.org/works/43330119'>Only With this Life</a>,SkyKnight9337,Updated,94,82,12,1838,Mature,12673,5,2022-12-21,"Next Dimension - ""Holy War"", Post-Canon, Canon Compliant, Post-Season 2, Avatrice, Mary comes back, Reya's a bitch, Temporary Amnesia, Ass-Kicking Nuns, Badass Sister Beatrice (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), Sister Camila Ships It (Warrior Nun), Soul-Searching, Nuns With Guns, Seriously. FUCK YOU NETFLIX, Canon-Typical Violence, Blood and Injury, Angst, Internal Conflict"
<a href='https://archiveofourown.org/works/43071894'>Stability</a>,Harleeex,Updated,93,91,2,1435,General Audiences,4388,2,2022-11-21,"Slow Burn, Hurt/Comfort, Domestic Fluff"
<a href='https://archiveofourown.org/works/44211658'>i promise it on the saints</a>,haghelldemon,Updated,93,83,10,746,Teen And Up Audiences,11275,2,2023-01-12,"Alternate Universe - Medieval, misandrist beatrice, Blood and Injury, Angst and Hurt/Comfort, Princess Beatrice - Freeform, Implied/Referenced Sexual Assault, making up my own herstory, Implied/Referenced Torture"
<a href='https://archiveofourown.org/works/43806259'>call me anything you want (just don't call me yours)</a>,youresomoneybaby,Updated,92,83,9,1037,Mature,4184,2,2023-01-19,"Alternate Universe, POV Sister Beatrice (Warrior Nun), beatrice and michael brotp, Other Additional Tags to Be Added, Angst, Angst with a Happy Ending, OR IS IT, Fluff, I forgot how to tag it's been a minute, no beta we die like michael, Alternate Universe - College/University"
"<a href='https://archiveofourown.org/works/44474608'>across the boulevard, she hears a hallelujah</a>",potsticker1234,Updated,90,82,8,1166,Teen And Up Audiences,7676,2,2023-02-01,"Spiderman AU, Action/Adventure, the woes of figuring out your new super powers, and navigating the love you have for your roommate/best friend, Roommates, Pining, POV Ava Silva, spidey silva is something that can be so personal, photographer ava, bio student Beatrice"
<a href='https://archiveofourown.org/works/44171935'>Things will get better with you by my side</a>,Alltheeoword,Updated,90,81,9,842,Not Rated,4009,3,2023-02-11,"Angst and Feels, Hurt/Comfort, Emotional Hurt/Comfort, Ava Silva Needs a Hug, Minor Character Death"
<a href='https://archiveofourown.org/works/43553496'>In Hiding</a>,AllThingsFiction,Updated,89,82,7,894,General Audiences,6293,2,2022-12-26,"Slow Burn, Slow Romance, Escape, Post-Season/Series 01, Hurt/Comfort, Emotional Hurt/Comfort, Internalized Homophobia, Fluff, Domestic Fluff, Living Together, Normal Life, they are slowly falling in love and they know it, Not Beta Read, Blood and Injury, Canon-Typical Violence, Jealousy, Fights, Training, Loss of Powers"
<a href='https://archiveofourown.org/works/43341816'>rememorari</a>,Rexmore,Updated,88,83,5,693,Mature,3182,1,2022-11-30,"i can't believe i'm writing about nuns falling in love with each other, if it weren't because she's dead already my catholic grandma would fall other dead"
<a href='https://archiveofourown.org/works/43622767'>Golden Hour</a>,sleepncmore,Updated,87,82,5,966,Mature,8123,3,2023-01-20,"Alternate Universe - Coffee Shops & Cafes, Alternate Universe - Modern Setting, Literature, Slow Burn, Enemies to Friends to Lovers, POV Sister Beatrice (Warrior Nun), Alternate Universe - Bar/Pub, Gay Mess Ava Silva, Background Shotgun Mary/Shannon Masters"
<a href='https://archiveofourown.org/works/43159503'>Something in the orange tells me you're never coming home</a>,Aksbe,Updated,87,72,15,940,General Audiences,1492,1,2022-11-19,"Hurt No Comfort, Grief/Mourning, Character Death, Goodbyes, Kissing, Crying, im sorry, Beatrice needs a hug, Other Additional Tags to Be Added"
<a href='https://archiveofourown.org/works/43797808'>Must Have Done Something Right</a>,Tobijax,Updated,86,82,4,1359,Teen And Up Audiences,9165,3,2022-12-28,"AU, College AU, Pining, Mutual Pining, Mild Hurt/Comfort, Secret Relationship, Flashbacks, Slow Burn, Fluff and Angst, potential smut"
<a href='https://archiveofourown.org/works/44422867'>Move through Ice</a>,Sapphic_Potato,Updated,86,72,14,598,Mature,2675,1,2023-01-21,"Alternate Universe - Hockey, Alternate Universe - Modern Setting, Alternate Universe - College/University, Friends to Lovers, Ava Silva Needs a Hug, Ava and Michael are queer pals, Maybe a Camila Lilith later in story if I'm feeling nice, Slow Burn, Hockey AU because I'm Canadian, everyone deserves to be happy, Childhood Trauma, Fluff and Hurt/Comfort"
<a href='https://archiveofourown.org/works/44413297'>Back in your arms</a>,ihatecarrots,Updated,85,80,5,2151,Explicit,7980,1,2023-01-20,"Body Worship, Body Exploration, Making Out, Porn with Feelings, Plot What Plot/Porn Without Plot, beatrice's first and ava was guiding her, ava was touched starved so holding hands while doing it is a must, Smut, beatrice have a praise kink, Go Cry About It, how many endearment:yes, beatrice doesn't know/realize she has a top energy, but ava knows, cut her some slack, more confident Beatrice on the next chapter, i would like to think that this is the ending, they're back on the alps, she still learning, they flip-fop"
<a href='https://archiveofourown.org/works/44138199'>these weary eyes will never rest (until they look in yours again)</a>,lesbiandisaster23,Updated,85,73,12,1114,Mature,9793,1,2023-01-08,"Avatrice, ava x beatrice, ava and beatrice - Freeform, wlw, lilith x camila, mary x shannon, WLW Couple, Hurt/Comfort, Alternate Universe - Canon Divergence, Catholicism"
<a href='https://archiveofourown.org/works/44617123'>teach me to run so I can teach you to fly</a>,"FlamesofSilverandGold, LavenderStars8",Updated,85,75,10,929,Teen And Up Audiences,16248,1,2023-01-29,"field hockey AU, Everyone Is Gay, Alternate Universe - High School, field hockey, Gay Mess Ava Silva, Repressed Sister Beatrice (Warrior Nun), Mutual Pining, neither of us can tag help"
<a href='https://archiveofourown.org/works/44951203'>Beginning Within End</a>,SpaceshipsAreCool,Updated,85,67,18,470,Mature,2947,1,2023-02-11,"Hurt/Comfort, potential for angst, probably some fluff too, Switzerland, the one where the halo is human, because why not"
<a href='https://archiveofourown.org/works/44365276'>Forgive Me For I Have Sinned</a>,YesRaylla,Updated,84,82,2,2907,Explicit,4042,2,2023-02-14,"Beatrice is a mess, She's in love with a goofball, Angst with a Happy Ending, Beatrice doesn't like cuddles but Ava sure does, Strap-Ons, Choking, Beatrice discovers she has a kink"
<a href='https://archiveofourown.org/works/43599966'>you put me on (and said i was your favourite)</a>,wefellinloveinoctober18,Updated,84,79,5,1375,Mature,12063,5,2022-12-26,"childhood best friends to strangers to lover, Summer Vibes, Album: folklore (Taylor Swift), Inspired by Teenage Love Triangle (folklore - Taylor Swift), Angst"
<a href='https://archiveofourown.org/works/43199640'>when i was 19 i wanted to die</a>,Moozical,Updated,84,80,4,634,Teen And Up Audiences,3305,2,2022-11-21,"Ava Silva Needs a Hug, Sister Beatrice Needs a Hug (Warrior Nun), Sad Ava Silva, Bisexual Ava Silva, Gay Mess Sister Beatrice (Warrior Nun), Gay Mess Ava Silva, Adorable Ava Silva, Avatrcie4life, lilith is cool, mary is badass I love her, camilla is the biggest avatrice shipper, mother s is a cool mom, not a regular mom, ya know, Stream Warrior Nun, Pls netflix, i swear if you cancel i will riot, Sleepy Cuddles, Trauma, Fluff, Angst, Fluff and Angst, Hurt/Comfort, these poor bbys"
<a href='https://archiveofourown.org/works/44523544'>When I'm not me</a>,Adalines_fifth,Updated,83,71,12,1478,Explicit,3440,2,2023-01-24,"Angst, Non-Graphic Rape/Non-Con, Demonic Possession, Guilt, Eventual Smut, Eventual Happy Ending, Eventual Romance, Kissing, Mentions of Blood"
<a href='https://archiveofourown.org/works/44217061'>Marked (like a golden tattoo)</a>,paramyh,Updated,82,60,22,694,Teen And Up Audiences,12714,3,2023-02-11,"Alternate Universe - Werewolf, My First Fanfic, Kinda fluff, Maybe a little angsty?"
<a href='https://archiveofourown.org/works/44412550'>yellow hyacinths bloom while you drink the yellow bourbon</a>,cherryess,Updated,81,73,8,1303,Mature,12600,3,2023-02-15,"barista Ava, Part-timer barista, University student Ava, Lilith is a university student too, Florist Bea, Fluff, Bittersweet, potentially angst, Potentially smut, if smut does come the rating will change, ava and lilith are bestie, more characters may be added in the future - Freeform, also ava is like 20 or 21 idk in here, idk i'm not good at math, plenty of cursing, Strangers to Lovers, Internalized Homophobia, Ava has a hate relationship with flowers, Ava has a trauma"
<a href='https://archiveofourown.org/works/44184457'>The Last</a>,a_dreamer_dreams_everyday,Updated,81,77,4,766,Mature,11936,1,2023-01-10,"Hurt/Comfort, Angst and Feels, Sister Beatrice Needs a Hug (Warrior Nun), Ava does too, Idiots in Love, Badass Sister Beatrice (Warrior Nun), Switzerland, the alps, Season 2 Rewrite, & my take on Season 3, Canon Compliant, but also not?"
<a href='https://archiveofourown.org/works/43756137'>jesus christ 2005 god bless america</a>,carroteeee,Updated,80,72,8,448,Mature,1877,1,2022-12-21,"Alternate Universe - Road Trip, THE ROAD TRIP AU YOU'VE ALL BEEN WAITING FOR (JK), it's prompt based!, ava hits bea with her car and then chaos ensues, ava and michael bromance because i love them, michael is a giant himbo i love him sm"
<a href='https://archiveofourown.org/works/44234683'>Look For the Light</a>,NotAllLost,Updated,78,56,22,459,Mature,5906,2,2023-02-02,"Slow Burn, Beatrice is a badass, Ava is also a badass, TLOU Crossover, Angst with a Happy Ending, Friends to Lovers, Hurt/Comfort, but mostly just hurt sorry, it's TLOU so there will be violence--fair warning, They're in love in every universe"
<a href='https://archiveofourown.org/works/43766068'>I Wanna Feel</a>,eroswritesff,Updated,77,75,2,963,Mature,4699,2,2022-12-27,"Complete AU, I had an idea and ran with it"
<a href='https://archiveofourown.org/works/43258353'>A champion</a>,PurpleMockingbird,Updated,77,74,3,943,Teen And Up Audiences,5282,3,2022-12-06,"Season 3, Canon Continuation, my take on dark!beatrice, Not too dark, warrior of reya, Holy war, romantic, Badass Beatrice, she maybe gets her own halo, and a pet tarask - Freeform"
<a href='https://archiveofourown.org/works/44768983'>Memories of a stolen place</a>,blackswan74,Updated,76,62,14,1360,Mature,16209,4,2023-02-09,"Slow Build, Angst and Feels, First Love, Falling In Love, Alternate Universe - No Powers"
<a href='https://archiveofourown.org/works/44329510'>I found love where it wasn't supposed to be (right in front of me)</a>,lesbiandisaster23,Updated,76,68,8,792,Explicit,3442,1,2023-01-16,"Avatrice, ava x beatrice, beatrice x ava, Gay Mess Ava Silva, Alternate Universe, Broadway References, Alternate Universe - Phantom of the Opera Fusion, Bisexual Ava Silva, Hurt/Comfort"
<a href='https://archiveofourown.org/works/43178044'>No Tears For The Dead</a>,HoneyAbsinthe,Updated,75,71,4,847,General Audiences,3734,2,2022-11-20,"Violence, Death, Angst, Netflix give me S3, Beatrice just wants her back, Slow Build, Ava is different, happy ava no more, Sorry Not Sorry"
<a href='https://archiveofourown.org/works/44806249'>In this life and the next (I'll always come back to you)</a>,Black_Roses01,Updated,75,67,8,659,Explicit,5814,2,2023-02-14,"Eventual Happy Ending, Fluff and Angst, Reunions, let them be happy, they reunite and theres some harcore feels, Character Study, kind of, Smut, Fluff and Smut, Non-Sexual Intimacy, Other Additional Tags to Be Added, Slow Burn"
<a href='https://archiveofourown.org/works/43152141'>asleep among endives</a>,wordsrfutiledevices,Updated,74,72,2,1187,Teen And Up Audiences,1761,3,2022-12-01,"Angst, I'm not sure yet, Hurt/Comfort, maybe a lot of hurt, just finished season two and sobbing"
<a href='https://archiveofourown.org/works/44031147'>somewhere in northern italy</a>,NovelNovelty,Updated,73,69,4,1045,Mature,7277,3,2023-01-29,"Slow Burn, Eventual Romance, Fluff and Angst, Eventual Smut, Inspired by Call Me By Your Name, minor jc and Ava I'm so sorry, First Kiss, Strangers to Lovers, Falling In Love"
<a href='https://archiveofourown.org/works/44227831'>Did We Lose the Battle to Win the War?</a>,SoLongSweetComfort,Updated,73,65,8,1015,Mature,7871,4,2023-01-26,"they're in love your honor, i think it might be a lil angst bust mostly they love each other and should get more kisses, the holy war! Im gonna try my best y'all, Beatrice is now a special kind of a mess ava just fucks her up, literally who could blame her, ava Fucks me up too, if you're here probably same, smut in later chapters, i cant help myself, Fluff, i want them back, but For now ill just write about the loves of my life i guess"
<a href='https://archiveofourown.org/works/44053188'>Amorevole</a>,ALeyvaDever,Updated,72,59,13,702,Mature,13033,4,2023-02-04,Alternate Universe
<a href='https://archiveofourown.org/works/43414692'>Friends in College</a>,tigerlilyinaframe,Updated,72,68,4,600,Not Rated,2366,1,2022-12-04,NA
<a href='https://archiveofourown.org/works/44760313'>I think you're rare</a>,parx103,Updated,71,70,1,892,Teen And Up Audiences,5041,3,2023-02-11,"Ava Silva Needs a Hug, Sister Beatrice Needs a Hug (Warrior Nun), Sister Camila Ships It (Warrior Nun), Badass Sister Beatrice (Warrior Nun), Sad Ava Silva, Angst, Fluff and Angst, Zombie Apocalypse, Alternate Universe - Zombie Apocalypse, Violence, Blood, Blood and Injury, Blood and Violence, Strangers to Lovers, Friends to Lovers"
<a href='https://archiveofourown.org/works/43808905'>One Step Closer</a>,scorpiascxz,Updated,71,71,0,869,General Audiences,8622,2,2023-01-09,"slowburn?, Friends to Lovers, Alternate Universe - College/University, beatrice has a last name, got carried away, i have no fixed plan here, Go with the flow, volleyball player Ava, aikido prodigy Beatrice, jealous avatrice"
<a href='https://archiveofourown.org/works/44050887'>Burning You</a>,Wishing0nAStar,Updated,71,66,5,375,Mature,4902,1,2023-01-04,"Alternate Universe - Modern: No Powers, Alternate Universe - College/University, Enemies to Lovers, Whirlwind Romance, Mild Hurt/Comfort, Gavlebocken | Swedish Yule Goat, Gavlebocken AU, Arsonist!Ava, Volunteer Army!Beatrice, Also Grinch!Ava, Friendship, Eventual Smut, Basically Another Hallmark Movie, Beatrice and Lilith Are Exes AND Childhood Best Friends, they have the range"
<a href='https://archiveofourown.org/works/44472088'>The Story of Us: After the war</a>,TheBlueMoonStories,Updated,70,61,9,831,Not Rated,1833,1,2023-01-23,"Family, Family Dynamics, Family Bonding, Family Fluff, Beginnings, Love, Magical Pregnancy, Home"
<a href='https://archiveofourown.org/works/44166841'>Divine Mortality</a>,Deusamatne,Updated,70,65,5,664,Not Rated,4347,2,2023-01-14,"Bisexual Ava Silva, Ava Silva Needs a Hug, Ava Silva Being Ava Silva, Badass Sister Beatrice (Warrior Nun), new bbeg, Angst with a Happy Ending, Angst and Tragedy, Religious Imagery & Symbolism, angel!ava, Kinda?, god tagging sucks, no beta we die like michael"
<a href='https://archiveofourown.org/works/44008078'>somewhere i have never travelled</a>,bissxnrheum,Updated,70,64,6,658,Teen And Up Audiences,3060,1,2023-01-02,"Alternate Universe, Strangers to Lovers, Religious Discussion, religious trauma, Fluff, Angst, beatrice is an ex-nun, ava is a religious studies major"
<a href='https://archiveofourown.org/works/44884630'>Protecting the Heiress</a>,lostgirl966,Updated,69,68,1,909,Mature,1682,2,2023-02-14,"heiress and bodyguard, AU, Fluffy, Angst, Avatrice"
<a href='https://archiveofourown.org/works/43893204'>antithetical</a>,moonchemistry,Updated,69,62,7,597,Teen And Up Audiences,8400,1,2022-12-28,"Alternate Universe - Vampire, Blood Drinking, Alternate Universe - Canon Divergence, Vampire Ava Silva, Vampire nuns, Bisexual Ava Silva, the ocs are vampires now"
<a href='https://archiveofourown.org/works/44946142'>there's a heart now (where there used to be a ghost)</a>,acid_glue234,Updated,68,64,4,592,Mature,6273,1,2023-02-11,"Mutual Pining, Hurt/Comfort, Angst with a Happy Ending, my attempt at the 'what happened in switzerland' fic, Jealousy, Domestic Avatrice"
<a href='https://archiveofourown.org/works/44055426'>a creature sick as you should be put down.</a>,culpabilities,Updated,68,68,0,494,Teen And Up Audiences,6720,1,2023-01-04,"Vampires, Vampire Hunters, Angst, i want them to kiss again, Betrayal, maybe beatrice is THE babygirl all along"
<a href='https://archiveofourown.org/works/43749463'>Halo Bearer</a>,1rylxeansxn1,Updated,67,61,6,866,Teen And Up Audiences,5369,2,2022-12-21,"Enemies to Lovers, Useless Lesbians, Alternate Universe - Werewolf, Blood and Injury, Minor Violence"
<a href='https://archiveofourown.org/works/44612542'>All Gone</a>,thelastofus2ellie,Updated,67,62,5,850,General Audiences,5426,1,2023-01-28,"Angst, Fluff, Heavy Angst, Blood and Injury, Blood and Violence, Blood and Gore"
<a href='https://archiveofourown.org/works/44270635'>But I'm Not a Nun</a>,Amity2005,Updated,67,55,12,612,Not Rated,2859,2,2023-01-21,"Slow Burn, Touch-Starved, Sharing a Bed, Angst, Fluff and Angst, Homophobia, Internalized Homophobia, Ava is not paralyzed, Idiots in Love, soft, Angst and Hurt/Comfort, Opposites Attract, Beatrice's mother is running a conversion camp, Religious Guilt, Black cat/Golden retriever, Swearing, conversion camp, Everyone Is Gay, Bisexual Ava Silva, Alternate Universe - But I'm a Cheerleader (1999) Fusion, Vincent is an ex gay man, Forbidden Love, Mommy Issues, Emotional Hurt/Comfort, Mutual Pining, Bickering, First Meetings, Trauma"
<a href='https://archiveofourown.org/works/44889730'>Divinity</a>,klur_writer,Updated,66,55,11,566,Not Rated,8507,2,2023-02-10,"Slow Burn, Canon-Typical Violence, Eventual Smut"
<a href='https://archiveofourown.org/works/44797018'>Forbidden Love</a>,orphan_account,Updated,65,59,6,844,Mature,6974,3,2023-02-07,"Alternate Universe - Arranged Marriage, Fluff and Angst, Eventual Smut, Mutual Pining, Other Additional Tags to Be Added"
<a href='https://archiveofourown.org/works/43581480'>Pen Pals</a>,Bullman22,Updated,64,59,5,391,Not Rated,114,1,2022-12-12,"Pen Pals, Letters, Wednesday Addams is Bad at Feelings, Other Additional Tags to Be Added"
<a href='https://archiveofourown.org/works/44334772'>GodIsAWoman</a>,lezwritequeen,Updated,63,62,1,1209,Mature,7896,3,2023-01-17,"Gay Mess Ava Silva, Ava Silva Needs a Hug, Gay Mess Sister Beatrice (Warrior Nun), Fluff and Angst, Pining, Mutual Pining, Hurt/Comfort, Emotional Hurt/Comfort, Eventual Smut, Smut, Mild Smut, Post-Canon, Sparring"
<a href='https://archiveofourown.org/works/44538424'>dream a little dream (of me)</a>,dumblesbianlukedanes,Updated,63,62,1,1205,General Audiences,8004,2,2023-01-27,"I just wanted to write fluff for them, Post-Canon Fix-It, dont ask for intense details though like its happens but how it all works is vague. as it should be, Fluff, idiots (oblivious) to idiots (in love), one bed trope, Jealousy, Pining, whats mainly what this is its bea pining for ava and i understand because same"
<a href='https://archiveofourown.org/works/43914090'>laundry and taxes</a>,NovelNovelty,Updated,63,58,5,835,Explicit,7407,4,2023-01-02,"Inspired by Everything Everywhere All at Once, Everything Everywhere All At Once AU, Multiverse, Falling In Love, together in every universe, Love, Fluff, Fluff and Angst, Eventual Smut, Girls Kissing, Friends to Lovers, Strangers to Lovers, Missed Connections"
<a href='https://archiveofourown.org/works/44090196'>Concerto</a>,Danikawright,Updated,63,59,4,610,Explicit,4908,1,2023-01-06,"Soft Sister Lilith (Warrior Nun), Sister Camila Ships It (Warrior Nun), Gay Mess Sister Beatrice (Warrior Nun)"
<a href='https://archiveofourown.org/works/44506093'>Lost In The Light</a>,Just_anotherfanficwriter,Updated,62,60,2,848,Mature,3942,3,2023-02-01,"Alternative Universe - Karaoke, Repressed Sister Beatrice (Warrior Nun), Everyone is Queer, Everyone lives, Angst with a Happy Ending, Internalized Homophobia, Slow Burn, Ava and Beatrice need a hug, possible spice"
<a href='https://archiveofourown.org/works/43971580'>5+1 times I fell asleep next to you</a>,g0lightly,Updated,61,58,3,779,Mature,719,1,2022-12-31,"Beatrice-Centric, Repression, Post S2, Fix It Fic, thawing ice queen, they flip-flop"
<a href='https://archiveofourown.org/works/44863006'>chew on our cheeks (and stare at the moon)</a>,ares2424,Updated,61,54,7,518,Teen And Up Audiences,6513,1,2023-02-07,"Alternate Universe - College/University, self-indulgent processing of my own catholic guilt, Repression, Slow Burn, bea might get really depressed because i am, It's gonna be a slow slow burn, just the way we like it"
<a href='https://archiveofourown.org/works/44140440'>did you fall from heaven?</a>,gaymess,Updated,61,55,6,306,Mature,5574,1,2023-01-08,"angel au, Light Angst, Fluff, Running Away, from the forces of heaven and hell (literally)"
<a href='https://archiveofourown.org/works/44904016'>You are my story I would rewrite... 'cause this ending's all wrong</a>,Wanderings_of_wonderings,Updated,59,47,12,713,Mature,4030,5,2023-02-16,"Angst with a Happy Ending, Heavy Angst, Trauma, Post-Traumatic Stress Disorder - PTSD, Implied/Referenced Rape/Non-con, Implied/Referenced Sexual Assault, Rape/Non-con Elements, Child Loss, Implied/Referenced miscarriage, Girl Band, Band Fic, Fluff and Angst, Eventual Fluff, I Wrote This Instead of Going to Therapy, i wrote this during a manic episode, I Wrote This Instead of Sleeping, hans and Ava are best friends, hans is literally the sweetest, beatrice has PTSD, based on my life, Jealous Sister Beatrice (Warrior Nun), POV Sister Beatrice (Warrior Nun), Background Shotgun Mary/Shannon Masters, I Made Myself Cry, literally no one should read this, alternates between past and present, Title from Dermot Kennedy song"
"<a href='https://archiveofourown.org/works/44074623'>immortal she, return to me</a>",KekeBean,Updated,59,49,10,561,Mature,2937,2,2023-01-07,"Alternate Universe - Medieval, Alternate Universe - Royalty, Angst, Character Death"
<a href='https://archiveofourown.org/works/43214790'>In The Next Life</a>,polarisfelix,Updated,58,56,2,1060,General Audiences,3899,3,2023-01-08,"Reunions, Fluff and Angst, Happy Ending"
<a href='https://archiveofourown.org/works/44448739'>We Are Never Apart</a>,cannette,Updated,57,57,0,1084,Explicit,5161,2,2023-01-22,NA
